"danish","swedish","pos","example_da","example_sv","note","deck","cefr","tags","accepted","audio","audio_example","rank"
"ude","ute","adv","Børnene leger ude i haven hele dagen.","Barnen leker ute i trädgården hela dagen.","","praksis-adverbier-sted-b1","b1","","","","","254"
"foruden","förutom","other","","","","praksis-forholdsord-b2","b2","","","","","7848"
"dog","dock (ändå)","adv","Det blev dog dyrere, end vi troede.","Det blev dock dyrare än vi trodde.","","praksis-bindeord-diskurs-b1","b1","","","","","425"
"hinandens","varandras","other","","","","praksis-spoergeord-pron-b2","b2","","","","","5737"
"jamen","jamen (men alltså)","other","Nå, jamen så ses vi i morgen!","Jaha, men då ses vi i morgon!","","praksis-smaaord-fyldord-b1","b1","","","","","664"
"henvende","vända sig (till)","verb","","","","praksis-falske-venner-verber-b2","b2","","henvende sig","","","15924"
"vaske tøj","tvätta","phrase","","","","praksis-hverdag-rutiner-b1","b1","","","","",""
"glæde","glädje","noun","Det er altid en stor glæde at se dig.","Det är alltid en stor glädje att se dig.","","praksis-foelelser-udtryk-b1","b1","","","","","1273"
"gestus","gest","noun","","","","praksis-kropssprog-b2","b2","","","","","8681"
"runge","genljuda (eka)","verb","","","","praksis-lyde-stoej-b2","b2","","","","",""
"oprejst","upprätt (stående)","adj","","","","praksis-positioner-b2","b2","","opret","","","11628"
"rosin","russin","noun","","","","praksis-mad-avanceret-b1","b1","","","","","29209"
"leverandør","leverantör","noun","","","","praksis-arbejde-b2","b2","","","","","12911"
"brint","väte","noun","","","","praksis-videnskab-b2","b2","","","","","27420"
"kendelse","beslut (i rätten)","noun","","","","praksis-lov-b2","b2","","","","","4931"
"finanslov","statsbudget","noun","","","","praksis-politik-b2","b2","","","","",""
"myr","myr (kärr)","noun","","","","praksis-natur-b2","b2","","","","","45208"
"raskmelde","friskanmäla","verb","","","","praksis-sundhed-b2","b2","","","","",""
"montere","montera","verb","","","","praksis-teknologi-b2","b2","","","","","19105"
"helhed","helhet","noun","","","","praksis-abstrakt-b2","b2","","","","","18598"
"afvise","avvisa","verb","","","","praksis-kommunikation-b2","b2","","","","","6277"
"opvækst","uppväxt","noun","","","","praksis-samfund-b2","b2","","","","","13429"
"pakke","paket","noun","","","","praksis-handel-b1","b1","","","","","1569"
"efteruddannelse","fortbildning","noun","","","","praksis-uddannelse-b2","b2","","","","",""
"derfor","därför","adv","Det regner, og derfor bliver vi hjemme.","Det regnar och därför stannar vi hemma.","","praksis-filosofi-b1","b1","","","","","270"
"undertrykkelse","förtryck","noun","","","","praksis-historie-b2","b2","","","","","15126"
"luftfugtighed","luftfuktighet","noun","","","","praksis-vejr-b2","b2","","","","","44882"
"læg","vad (på benet)","noun","","","","praksis-krop-b2","b2","falsk-ven","","","","875"
"jævne","reda (av)","verb","","","","praksis-foedevarer-b2","b2","","","","","14233"
"løntilskud","lönebidrag","noun","","","","praksis-arbejdsmarked-b2","b2","","","","",""
"kollegium","studentboende","noun","","","","praksis-bolig-b2","b2","","","","","17618"
"drivhusgas","växthusgas","noun","","","","praksis-miljoe-b2","b2","","","","",""
"omdrejning","varv (rotation)","noun","","","","praksis-energi-b2","b2","","","","",""
"omvisning","guidad visning","noun","","","","praksis-rejse-b2","b2","","","","",""
"dykke","dyka","verb","","","","praksis-fritid-b1","b1","","","","","9098"
"kæle","smeka (gosa)","verb","","","","praksis-relationer-b2","b2","","","","","16761"
"efterhånden","efter hand (så småningom)","adv","","","","praksis-tid-b2","b2","","","","","6821"
"mukkert","klubba (gummiklubba)","noun","","","","praksis-snedker-toemrer-b2","b2","","","","",""
"vederlag","vederlag (valvets fäste)","noun","","","","praksis-murer-b2","b2","","","","",""
"pakning","packning (tätning)","noun","","","","praksis-vvs-blik-b1","b1","","","","","38857"
"stikprop","stickpropp","noun","","","","praksis-elektriker-b2","b2","","","","",""
"strygning","strykning (lager färg)","noun","","","","praksis-maler-dekoration-b2","b2","","","","",""
"plejlstang","vevstake","noun","","","","praksis-mekaniker-b2","b2","","","","",""
"nagle","nit (klink)","noun","","","","praksis-smed-metal-b2","b2","","","","","34207"
"ri","tråckla","verb","","","","praksis-syning-skraedder-b2","b2","","rie","","","33476"
"pandehår","lugg","noun","","","","praksis-frisoer-b2","b2","","","","","28309"
"omplantning","omplantering","noun","","","","praksis-gartner-detalje-b2","b2","","","","",""
"melis","strösocker/florsocker","noun","","","","praksis-bager-konditor-b2","b2","","","","",""
"bryst","bringa","noun","","","","praksis-slagter-b1","b1","falsk-ven","","","","3523"
"vod","not (dragnot)","noun","","","","praksis-fisker-b2","b2","","","","","40457"
"vanding","bevattning","noun","","","","praksis-landmand-detalje-b2","b2","","","","",""
"merian","mejram","noun","","","","praksis-krydderier-b2","b2","","","","",""
"nelliker","kryddnejlikor","noun","","","","praksis-urter-b2","b2","","","","","39020"
"bruskhat","hätta (brosksvamp)","noun","","","","praksis-svampe-b2","b2","","","","",""
"knække","knäcka (en nöt)","verb","","","","praksis-noedder-froe-b1","b1","","","","","4619"
"skæreost","hårdost (skivbar ost)","noun","","","","praksis-mejeri-detalje-b2","b2","","","","",""
"hakkebøf","pannbiff (av nötfärs)","noun","","","","praksis-paalaeg-b1","b1","","","","",""
"hindbærsnitte","hallonsnitt","noun","","","","praksis-kager-desserter-b2","b2","","","","",""
"suppeurter","soppgrönsaker (rotsaker)","noun","","","","praksis-supper-gryder-b2","b2","","","","",""
"hvidløgsdressing","vitlöksdressing","noun","","","","praksis-saucer-dressing-b2","b2","","","","",""
"tørring","torkning (konservering)","noun","","","","praksis-konserves-holdbar-b1","b1","","","","",""
"ene","en (enbuske)","noun","Der står en gammel ene i haven bag huset.","Det står en gammal en i trädgården bakom huset.","","praksis-traeer-arter-b2","b2","falsk-ven","","","",""
"kodriver","gullviva","noun","","","","praksis-blomster-arter-b2","b2","","","","",""
"lubbe","lyrtorsk (bleka)","noun","","","","praksis-fisk-arter-b2","b2","","","","",""
"skægkræ","pappersfisk","noun","","","","praksis-insekter-arter-b2","b2","","","","",""
"hvid vipstjert","sädesärla","noun","","","","praksis-fugle-arter-b2","b2","","","","",""
"fygesne","yrsnö","noun","","","","praksis-vejrfaenomener-b2","b2","","","","",""
"forsten","förstena (bli till sten)","verb","","","","praksis-geologi-mineraler-b2","b2","","","","",""
"sejlrende","farled","noun","","","","praksis-vand-hav-b2","b2","","","","",""
"mælkevejen","vintergatan","noun","","","","praksis-astronomi-himmel-b2","b2","","","","","30246"
"ledbånd","ledband","noun","","","","praksis-skelet-knogler-b2","b2","","","","","36786"
"strakt","sträckt (utsträckt)","adj","","","","praksis-muskler-led-b2","b2","","","","","25429"
"helvedesild","bältros","noun","","","","praksis-sygdomme-konkrete-b2","b2","","","","","44470"
"stikkende","stickande (smärta)","adj","","","","praksis-symptomer-detalje-b2","b2","","","","","24576"
"børneafdeling","barnavdelning","noun","","","","praksis-hospital-afdeling-b1","b1","","","","",""
"børste","borsta (tänderna)","verb","","","","praksis-tandlaege-b1","b1","","","","","9565"
"helbredelse","tillfrisknande (botande)","noun","","","","praksis-mental-sundhed-b2","b2","","","","","14817"
"sutteflaske","nappflaska","noun","","","","praksis-graviditet-foedsel-b1","b1","","","","",""
"skramme","skrapsår, skråma","noun","","","","praksis-foerstehjaelp-b2","b2","","","","","7599"
"sæbedispenser","tvålpump","noun","","","","praksis-badevaerelse-b2","b2","","","","",""
"natpotte","potta (nattkärl)","noun","","","","praksis-sovevaerelse-b2","b2","","","","",""
"plantekasse","odlingslåda","noun","","","","praksis-have-redskaber-b2","b2","","","","",""
"dæmpe","dämpa (ljus)","verb","","","","praksis-belysning-b2","b2","","","","","8539"
"gipsplade","gipsskiva","noun","","","","praksis-gulv-vaeg-loft-b2","b2","","","","",""
"dørtrin","tröskel","noun","","","","praksis-vinduer-doere-b2","b2","","tærskel","","","24392"
"træk","drag (luftdrag)","noun","Der er træk fra vinduet, kan du lukke det?","Det drar från fönstret, kan du stänga det?","","praksis-opvarmning-b2","b2","falsk-ven","","","","704"
"opmagasinere","magasinera/lagra","verb","","","","praksis-opbevaring-b2","b2","","","","",""
"forsæde","framsäte","noun","","","","praksis-bilens-dele-b1","b1","","","","",""
"pedalarm","vevarm","noun","","","","praksis-cykel-dele-b2","b2","","","","",""
"snip","flik (hörn av tyg)","noun","","","","praksis-toej-detaljer-b2","b2","","","","",""
"loddent","luden/lurvig","adj","","","","praksis-stof-tekstiler-b2","b2","","","","",""
"vedhæng","hängsmycke","noun","","","","praksis-smykker-ure-b2","b2","","","","","21599"
"balsam","balsam (hår)","noun","","","","praksis-makeup-pleje-b1","b1","","","","","21868"
"bæresele","bärsele","noun","","","","praksis-baby-udstyr-b1","b1","","","","",""
"konvolut","kuvert","noun","","","","praksis-kontorartikler-b2","b2","","","","","15197"
"grydeske","slev","noun","","","","praksis-koekkenmaskiner-b1","b1","","","","",""
"isflage","isflak","noun","","","","praksis-vintersport-b2","b2","","","","",""
"vandski","vattenskidor","noun","","","","praksis-vandsport-b2","b2","","","","","29921"
"optænding","upptändning (tändmaterial)","noun","","","","praksis-friluftsliv-b2","b2","","","","",""
"melding","bud (i kortspel)","noun","","","","praksis-braetspil-kort-b2","b2","","","","","10504"
"lukke af","maska av","phrase","","","","praksis-haandarbejde-b2","b2","","","","",""
"salte","salta","verb","","","","praksis-madlavning-teknik-b1","b1","","","","","25116"
"komme i","tillsätta (lägga i)","phrase","","","","praksis-bagning-teknik-b1","b1","","","","",""
"sprage","spraka","verb","","","","praksis-lyd-verber-b2","b2","","sprutte","","",""
"hage","haka fast","verb","","","","praksis-hand-handlinger-b2","b2","","","","","9534"
"fremstamme","stamma fram","verb","","","","praksis-tale-maader-b2","b2","","","","",""
"måbe","gapa av häpnad","verb","","","","praksis-grine-graede-b2","b2","","","","",""
"galopere","galoppera","verb","","","","praksis-bevaegelse-praecis-b2","b2","","","","",""
"klø sig i nakken","klia sig i nacken","phrase","","","","praksis-ansigtsudtryk-b2","b2","","","","",""
"lumsk","lömsk","adj","","","","praksis-karaktertraek-neg-b2","b2","","","","","19989"
"overbærende","överseende, tolerant","adj","","","","praksis-karaktertraek-pos-b2","b2","","","","","27883"
"fis","skoj (puts)","noun","","","","praksis-humoer-nuancer-b2","b2","","","","","2062"
"skelne","skilja (urskilja)","verb","","","","praksis-tankeprocesser-b2","b2","","","","","9925"
"bevæggrund","bevekelsegrund (motiv)","noun","","","","praksis-vilje-motivation-b2","b2","","","","",""
"klanderværdig","klandervärd","adj","","","","praksis-moral-etik-b2","b2","","","","",""
"forlige sig","försonas, finna sig i","verb","","","","praksis-konflikt-forsoning-b2","b2","","","","",""
"falskhed","falskhet","noun","","","","praksis-tillid-svig-b2","b2","","","","",""
"tøvende","tveksam","adj","","","","praksis-beslutning-plan-b2","b2","","","","","41937"
"udgangspunkt","utgångspunkt","noun","","","","praksis-problem-loesning-b1","b1","","","","","14947"
"gendrive","vederlägga","verb","","","","praksis-kommunikationsstil-b2","b2","","","","",""
"undselig","försagd/blyg","adj","","","","praksis-social-adfaerd-b2","b2","","","","",""
"henrykkelse","hänryckning (extas)","noun","","","","praksis-foelelser-staerke-b2","b2","","","","",""
"pudsemiddel","putsmedel","noun","","","","praksis-rengoeringsmidler-b2","b2","","","","",""
"baufil","bågfil (metallsåg)","noun","","","","praksis-vaerktoejskasse-b2","b2","","nedstryger","","",""
"klistermærke","klistermärke","noun","","","","praksis-emballage-b2","b2","","","","","24760"
"klat","klick; klump","noun","","","","praksis-former-moenstre-b2","b2","","","","","20523"
"folder","veck (broschyr)","noun","","","","praksis-tekstur-overflade-b2","b2","falsk-ven","","","","12035"
"dråbe","droppe","noun","","","","praksis-mængder-portioner-b1","b1","","","","","6349"
"røvsyg","dödstråkig","adj","","","","praksis-slang-talesprog-b2","b2","","","","","37300"
"klatre","klättra","verb","","","","praksis-verber-bevaegelse-b1","b1","","kravle","","","5107"
"forklare","förklara","verb","Kan du forklare, hvordan maskinen virker?","Kan du förklara hur maskinen fungerar?","","praksis-verber-kommunikation-b1","b1","","","","","754"
"forestille sig","föreställa sig","verb","","","","praksis-verber-taenkning-b2","b2","","","","",""
"grine","skratta","verb","","","","praksis-verber-foelelser-b1","b1","falsk-ven","le","","","2646"
"fornemme","förnimma (ana)","verb","","","","praksis-verber-sansning-b2","b2","","","","","5793"
"lægge","lägga","verb","Kan du lægge nøglerne på bordet?","Kan du lägga nycklarna på bordet?","","praksis-verber-haandtering-b1","b1","","","","","875"
"formindske","förminska","verb","","","","praksis-verber-forandring-b2","b2","","","","","36056"
"deltage","delta","verb","","","","praksis-verber-arbejde-b1","b1","","","","","2782"
"feje","sopa","verb","","","","praksis-verber-husarbejde-b1","b1","","","","","8025"
"tilberede","tillaga","verb","","","","praksis-verber-madlavning-b2","b2","","","","","21892"
"bukke","buga (sig)","verb","","","","praksis-verber-krop-b1","b1","","","","","10470"
"omgås","umgås","verb","","","","praksis-verber-social-b2","b2","","","","","4882"
"narre","lura, narra","verb","","","","praksis-verber-konflikt-b1","b1","","","","","2841"
"planlægge","planera","verb","","","","praksis-verber-tid-b1","b1","","tilrettelægge","","","5200"
"investere","investera","verb","","","","praksis-verber-penge-b2","b2","","","","","7612"
"forberede","förbereda","verb","","","","praksis-verber-laering-b1","b1","","","","","3428"
"skifte","byta","verb","","","","praksis-verber-rejse-b1","b1","","bytte","audio/da-043a177d87a44a.mp3","","1729"
"gro","gro (växa)","verb","","","","praksis-verber-natur-b1","b1","","","","","8472"
"dø","dö","verb","Planten vil dø, hvis den ikke får vand.","Växten kommer att dö om den inte får vatten.","","praksis-verber-frekvente-b1","b1","","","","","307"
"medregne","räkna med (inkludera)","verb","","","","praksis-verber-abstrakt-b2","b2","","regne med","","",""
"save","såga","verb","","","","praksis-verber-byggeri-b1","b1","","","","","16995"
"suse","susa, fara fort","verb","","","","praksis-verber-bevaegelse2-b2","b2","","","","","27935"
"venlig","vänlig","adj","Manden i butikken var meget venlig og hjælpsom.","Mannen i affären var väldigt vänlig och hjälpsam.","","praksis-adjektiver-personlighed-b1","b1","","","","","1097"
"buttet","knubbig","adj","","","","praksis-adjektiver-udseende-b2","b2","","","","","23492"
"tilfreds","nöjd","adj","","","","praksis-adjektiver-foelelser-b1","b1","","","","","1949"
"flere","fler (flera)","adj","Der kommer flere gæster, end vi troede.","Det kommer fler gäster än vi trodde.","","praksis-adjektiver-stoerrelse-b1","b1","","","","","245"
"velsmagende","välsmakande (god)","adj","","","","praksis-adjektiver-kvalitet-b1","b1","","","","","24645"
"skyet","molnig","adj","","","","praksis-adjektiver-temperatur-b1","b1","","","","","32248"
"farvet","färgad","adj","","","","praksis-adjektiver-farver-b1","b1","","","","","10209"
"klistret","klibbig","adj","","","","praksis-adjektiver-form-b2","b2","","klæbrig","","","16310"
"pludselig","plötslig","adj","Det var en pludselig beslutning at flytte til Danmark.","Det var ett plötsligt beslut att flytta till Danmark.","","praksis-adjektiver-tid-b1","b1","","","","","938"
"overskuelig","överskådlig (lätthanterlig)","adj","","","","praksis-adjektiver-svaerhed-b2","b2","","","","",""
"hektisk","hektisk (stressig)","adj","","","","praksis-adjektiver-fart-b2","b2","","","","","15362"
"fordærvet","skämd (förstörd)","adj","","","","praksis-adjektiver-smag-b2","b2","","","","","13636"
"beskidt","smutsig","adj","","","","praksis-adjektiver-tilstand-b1","b1","","snavset","","","2759"
"tilbageholdende","återhållsam (tillbakadragen)","adj","","","","praksis-adjektiver-social-b2","b2","","","","","24782"
"æble","äpple","noun","","","","praksis-mad-grund-b1","b1","","","","","6898"
"vandmelon","vattenmelon","noun","","","","praksis-mad-frugt-groent-b1","b1","","","","","20680"
"kotelet","kotlett","noun","","","","praksis-mad-koed-fisk-b2","b2","","","","","34392"
"småkage","småkaka (kex/cookie)","noun","","","","praksis-mad-bagvaerk-b1","b1","","","","","11160"
"rødvin","rött vin","noun","","","","praksis-drikke-b1","b1","","","","","10643"
"proptrækker","korkskruv (vinöppnare)","noun","","","","praksis-koekken-redskaber-b2","b2","","","","","36585"
"snacks","tilltugg","noun","","","","praksis-maaltider-restaurant-b2","b2","","","","","9774"
